LoanRange,BusinessName,State,Jobs,Date
"e $150,000-350,000","JUST RIGHT PRODUCTS, INC., A TEXAS CORPORATION",TX,15,4/15/20
"e $150,000-350,000",JUSTIN ALLISON,TX,15,4/27/20
"e $150,000-350,000",JUSTIN R WARCUP DDS PLLC,TX,15,5/28/20
"e $150,000-350,000",K &AMP; N SERVICE INC,TX,15,5/3/20
"e $150,000-350,000","K&J INTERIORS, INC.",TX,15,4/27/20
"e $150,000-350,000","K&S TIRE TOWING & RECOVER, INC.",TX,15,4/13/20
"e $150,000-350,000","K-RAN DRILLING, LLC",TX,15,4/6/20
"e $150,000-350,000","K-W CONSTRUCTION, INC.",TX,15,4/14/20
"e $150,000-350,000",KABIL CATTLE CO.,TX,15,4/27/20
"e $150,000-350,000","KAIBAS MACHINE & TOOL, INC.",TX,15,4/28/20
"e $150,000-350,000","KAINER ELECTRICAL SERVICES, INC",TX,15,4/14/20
"e $150,000-350,000","KARATE FISH, LLC",TX,15,4/10/20
"e $150,000-350,000",KATY IVY KIDS INC,TX,15,4/27/20
"e $150,000-350,000",KB & KB ENTERPRISES INC,TX,15,4/27/20
"e $150,000-350,000","KB PHOENIX EXCAVATION, LLC.",TX,15,4/28/20
"e $150,000-350,000",KBK INC.,TX,15,5/3/20
"e $150,000-350,000",KELSEY RESEARCH FOUNDATION,TX,15,6/30/20
"e $150,000-350,000","KEMCO INC., SPECIALTY CONTRACTORS",TX,15,4/7/20
"e $150,000-350,000",KENDIG KEAST COLLABORATIVE INC.,TX,15,4/28/20
"e $150,000-350,000","KENNEDY FINANCIAL SERVICES, INC.",TX,15,4/5/20
"e $150,000-350,000","KENNEDY HODGES & ASSOCIATES LTD., LLP",TX,15,4/27/20
"e $150,000-350,000","KERSHAW ANDERSON, PLLC",TX,15,4/5/20
"e $150,000-350,000",KEYNOTE TECHNOLOGIES LLC,TX,15,4/28/20
"e $150,000-350,000","KHAN & MUJEEB URGENT CARE GROUP, PLLC",TX,15,4/8/20
"e $150,000-350,000",KING MFG INC,TX,15,4/29/20
"e $150,000-350,000",KINGDOM GROWTH ENTERPRISES INC D/B/ABRAN DON'S COMFORT SPECIALIST,TX,15,5/1/20
"e $150,000-350,000","KJM COMMERCIAL, INC",TX,15,4/4/20
"e $150,000-350,000","KLAPPRODT POOL SERVICES 1, LTD",TX,15,4/5/20
"e $150,000-350,000","KLAPPRODT POOLS I, LTD",TX,15,4/5/20
"e $150,000-350,000",KMP USA LLC,TX,15,4/9/20
"e $150,000-350,000",KOCH MACHINE TOOL COMPANY,TX,15,4/28/20
"e $150,000-350,000",KOTA JAGDISH REDDY MD PA,TX,15,4/16/20
"e $150,000-350,000","KPG COMMERCIAL, LLC",TX,15,4/10/20
"e $150,000-350,000","KRUPALU, INC",TX,15,4/9/20
"e $150,000-350,000","KUHLMAN VINEYARDS, LLC",TX,15,4/28/20
"e $150,000-350,000",KWC VENTURES LLC,TX,15,4/28/20
"e $150,000-350,000","KWP MANAGEMENT, LLC",TX,15,4/13/20
"e $150,000-350,000","L'AMOUR DES FLEURS, INC.",TX,15,4/14/20
"e $150,000-350,000","L. S. EQUIPMENT CO., INC.",TX,15,4/8/20
"e $150,000-350,000",LA BRISA ICE CREAM CO,TX,15,4/11/20
"e $150,000-350,000","LACY COKER KESSLER MD, PA",TX,15,4/9/20
"e $150,000-350,000","LAK, INC",TX,15,4/27/20
"e $150,000-350,000",LAMAR PLUMBING INC,TX,15,4/5/20
"e $150,000-350,000","LAMB LEASING, LP",TX,15,4/6/20
"e $150,000-350,000","LANDERS MACHINE CO., INC.",TX,15,4/7/20
"e $150,000-350,000",LANDZLER LLC,TX,15,4/10/20
"e $150,000-350,000",LANIER OFFSHORE CONSULTING LLC,TX,15,4/9/20
"e $150,000-350,000",LANSHORE LLC,TX,15,4/10/20
"e $150,000-350,000",LARIAT CONSTRUCTION SERVICES INC.,TX,15,4/14/20
"e $150,000-350,000",LAS VEGAS TAXES LLC,TX,15,6/29/20
"e $150,000-350,000","LASSITER, INC.",TX,15,4/28/20
"e $150,000-350,000",LAUREL HEIGHTS UNITED METHODIST CHURCH,TX,15,4/8/20
"e $150,000-350,000",LAW FIRM OF VERNAL FARNUM MEJIA  LLC,TX,15,5/3/20
"e $150,000-350,000","LAW OFFICES OF JEREMY W. MCKEY, PLLC",TX,15,4/27/20
"e $150,000-350,000","LAWTON MECHANICAL, LP",TX,15,4/12/20
"e $150,000-350,000",LC ENDODONTICS PLLC,TX,15,5/1/20
"e $150,000-350,000","LEASE SUPERVISORS, LLC",TX,15,4/27/20
"e $150,000-350,000",LEGACY PRECAST ADMINISTRATIVE GROUP LLC,TX,15,4/27/20
"e $150,000-350,000","LEGACY STONE, LLC",TX,15,4/9/20
"e $150,000-350,000",LIBBY SPARKS WILLIS STARNES PLLC,TX,15,4/14/20
"e $150,000-350,000",LILYRAIN JEWELRY LLC,TX,15,4/30/20
"e $150,000-350,000","LIM &AMP; ASSOCIATES, INC.",TX,15,5/3/20
"e $150,000-350,000",LIMESTONE MECHANICAL INC,TX,15,4/28/20
"e $150,000-350,000","LIMESTONE NETWORKS, INC.",TX,15,5/1/20
"e $150,000-350,000",LINDSEY ALEXANDER ODPA,TX,15,4/9/20
"e $150,000-350,000",LINE LOCATORS LP,TX,15,4/4/20
"e $150,000-350,000",LIPAN SERVICES LLC,TX,15,4/7/20
"e $150,000-350,000","LIPPIAN FAMILY DENTISTRY, P.C.",TX,15,4/14/20
"e $150,000-350,000","LIRAM, L.L.C.",TX,15,4/29/20
"e $150,000-350,000","LISTER PLUMBING, INC",TX,15,4/8/20
"e $150,000-350,000","LIVENS &AMP; REED, PLLC",TX,15,5/1/20
"e $150,000-350,000",LIVING ELECTRONICS,TX,15,6/28/20
"e $150,000-350,000","LJ LOCAL, LLC",TX,15,4/4/20
"e $150,000-350,000",LMR JANITORIAL SERVICES LLC,TX,15,6/27/20
"e $150,000-350,000",LODGESTAR INVESTMENTS LTD,TX,15,4/27/20
"e $150,000-350,000","LOGICAL TECHNOLOGIES, INC.",TX,15,4/29/20
"e $150,000-350,000","LOMBARDI FAMILY CONCEPTS, INC.",TX,15,4/9/20
"e $150,000-350,000","LONESTAR PIPE FABRICATION, INC.",TX,15,4/11/20
"e $150,000-350,000",LONEWOLF WELL SERVICING LLC,TX,15,4/13/20
"e $150,000-350,000",LOOKTHINKMAKE LLC,TX,15,5/3/20
"e $150,000-350,000",LOR CONSULTING INC.,TX,15,4/28/20
"e $150,000-350,000",LOST PINES MOBILE IMAGING LLC,TX,15,5/3/20
"e $150,000-350,000","LOVEIN RIBMAN, P.C.",TX,15,4/27/20
"e $150,000-350,000","LUCE EVANS LAW, PLLC",TX,15,4/8/20
"e $150,000-350,000","LUFKIN ENDODONTICS, PA",TX,15,6/5/20
"e $150,000-350,000","LUPHER, LLC",TX,15,4/30/20
"e $150,000-350,000",LUSTRE PEARL EAST LLC,TX,15,4/5/20
"e $150,000-350,000",M & P TOP LLC,TX,15,4/14/20
"e $150,000-350,000","M G MACHINERY, LLC",TX,15,4/11/20
"e $150,000-350,000",M-PAK INC.,TX,15,4/7/20
"e $150,000-350,000",MABRY AND CONIGLIO DENTISTRY PLLC,TX,15,4/16/20
"e $150,000-350,000","MADONNA NEIGHBORHOOD CENTERS, INC.",TX,15,4/16/20
"e $150,000-350,000",MAGIC VALLEY MANAGEMENT SERVICES LLC,TX,15,4/4/20
"e $150,000-350,000","MAGNI GROUP INC, THE",TX,15,5/3/20
"e $150,000-350,000",MAJOR INC. DBA RX TECHNOLOGY,TX,15,4/9/20
"e $150,000-350,000",MANDALA WORLD EQUESTRIAN CORPORATION,TX,15,6/23/20
"e $150,000-350,000","MANI K., MD PA",TX,15,4/27/20
"e $150,000-350,000",MANSFIELD PEDIATRICS PLLC,TX,15,4/15/20
"e $150,000-350,000",MAPLE COOPERATIVE GIN,TX,15,4/14/20
"e $150,000-350,000",MARA DAY SPA LLC,TX,15,4/14/20
"e $150,000-350,000","MARATHON SOLUTIONS GROUP, LLC",TX,15,4/5/20
"e $150,000-350,000",MARINELAND OF WACO INC,TX,15,4/13/20
"e $150,000-350,000",MARIO ALFARO'S INC,TX,15,5/1/20
"e $150,000-350,000","MARTEX WELL SERVICES, LLP",TX,15,4/9/20
"e $150,000-350,000",MASCOLA ESTHETICS DENTAL LAB LLC,TX,15,4/28/20
"e $150,000-350,000","MASON'S PET SALON, INC",TX,15,4/7/20
"e $150,000-350,000",MASS MUTUAL SOUTH TEXAS,TX,15,4/14/20
"e $150,000-350,000","MASSBUR, LLC DBA RESTORATION 1 OF WEST AUSTIN",TX,15,5/1/20
"e $150,000-350,000",MASTERSON'S ~ H2'0 BUILDERS &AMP;,TX,15,5/1/20
"e $150,000-350,000","MATADOR HEALTH MARKETS, LLC",TX,15,4/9/20
"e $150,000-350,000","MATERIAL PRODUCERS CONSTRUCTION SERVICES, LLC",TX,15,4/4/20
"e $150,000-350,000","MATHEWS RESORTS, INC",TX,15,4/14/20
"e $150,000-350,000","MAX AIR TOOL EXCHANGE & RENTAL, INC",TX,15,4/12/20
"e $150,000-350,000",MCKENNA HEALTH MANAGEMENT,TX,15,4/14/20
"e $150,000-350,000","MCSPADDEN AUTOMOTIVE, INC.",TX,15,4/10/20
"e $150,000-350,000","MDG EMPLOYMENT CO., LLC",TX,15,5/1/20
"e $150,000-350,000",MDH OILFIELD SERVICES LLC,TX,15,4/15/20
"e $150,000-350,000",MEGA FURNITURE USA DISTRIBUTION LLC,TX,15,4/15/20
"e $150,000-350,000",MEGA PREMIER ADVISORS LLC,TX,15,4/11/20
"e $150,000-350,000","MELANIE BABOT DDS, MS PLLC",TX,15,5/1/20
"e $150,000-350,000",MEMORIAL CAR CARE CENTER INC.,TX,15,4/14/20
"e $150,000-350,000",MERCED HOUSING TEXAS,TX,15,4/28/20
"e $150,000-350,000","MERKI & ASSOCIATES, P.C.",TX,15,4/27/20
"e $150,000-350,000",META ROYAL ENTERPRISES LLC,TX,15,4/29/20
"e $150,000-350,000",METAL BUILDERS 5 STARR II LLC,TX,15,4/14/20
"e $150,000-350,000",METRO MOTOR CENTER INC,TX,15,4/13/20
"e $150,000-350,000","METRO TICKETS, INC.",TX,15,4/3/20
"e $150,000-350,000",METROPOLITAN ANESTHESIA CONSULTANTS LLP,TX,15,4/11/20
"e $150,000-350,000","MEXICORP, LLC",TX,15,4/29/20
"e $150,000-350,000","MICHAEL A. MILLER & ASSOCIATES, P.C.",TX,15,4/15/20
"e $150,000-350,000",MICHAEL JOHNSON PERFORMANCE,TX,15,5/8/20
"e $150,000-350,000",MICHAEL NEELEY DDS PA,TX,15,4/28/20
"e $150,000-350,000",MID COUNTY URGENT CARE PLLC,TX,15,4/5/20
"e $150,000-350,000",MIDLAND SHUTTLE SERVICES INC.,TX,15,5/3/20
"e $150,000-350,000",MIKEL MACHINE INC,TX,15,5/1/20
"e $150,000-350,000",MIKES PLUMBING & ELECTRICAL INC.,TX,15,4/27/20
"e $150,000-350,000","MILAM.FELKER INSURANCE SERVICES, INC.",TX,15,4/9/20
"e $150,000-350,000","MILESTONE CONSTRUCTION, INC",TX,15,4/7/20
"e $150,000-350,000",MILLER PAPER COMPANY,TX,15,4/10/20
"e $150,000-350,000",MILLNER WOODRUFF PC,TX,15,5/3/20
"e $150,000-350,000","MIND DANCE MARKETING, INC.",TX,15,4/14/20
"e $150,000-350,000","MINISTRYSAFE, LLC",TX,15,4/7/20
"e $150,000-350,000","MIRAND RESPONSE SYSTEMS, INC.",TX,15,4/6/20
"e $150,000-350,000","MISSION ADVANCEMENT PROFESSIONALS, LLC",TX,15,4/15/20
"e $150,000-350,000",MISSION MANAGEMENT COMPANY,TX,15,4/6/20
"e $150,000-350,000",MITHOFF BURTON AND PARTNERS,TX,15,4/5/20
"e $150,000-350,000",MITROWSKI WELDING EQUIPMENT LTD,TX,15,4/27/20
"e $150,000-350,000",MK SPECIALTY METAL FABRICATORS INC,TX,15,4/4/20
"e $150,000-350,000",MKBCCS A OPERATIONS LLC,TX,15,4/9/20
"e $150,000-350,000",MOCZULSKI & MOCZULSKI PROPERTIES INC,TX,15,4/6/20
"e $150,000-350,000","MOMENTUS HEALTH MANAGEMENT, INC.",TX,15,5/7/20
"e $150,000-350,000",MOORE INC TRANSPORTS & RENTALS,TX,15,4/28/20
"e $150,000-350,000",MORRIS METALS SERVICE INC.,TX,15,4/11/20
"e $150,000-350,000",MOZZARELLA COMPANY,TX,15,4/28/20
"e $150,000-350,000",MPACT BEVERAGE SOLUTIONS LLC,TX,15,5/1/20
"e $150,000-350,000","MSI DIE CUT, LLC",TX,15,4/6/20
"e $150,000-350,000","MTT ENTERPRISES, INC",TX,15,4/8/20
"e $150,000-350,000","MULDER PLUMBING SERVICES, LLC.",TX,15,4/28/20
"e $150,000-350,000",MULTI SEAL CORPORATION,TX,15,4/14/20
"e $150,000-350,000",MWH PAINTING INC,TX,15,5/1/20
"e $150,000-350,000",MY MD SELECT,TX,15,4/6/20
"e $150,000-350,000","MY MED SPA, LLC",TX,15,4/28/20
"e $150,000-350,000","MY PROTEIN GRILL, LLC",TX,15,4/11/20
"e $150,000-350,000",MY TECH TEXAS LLC,TX,15,4/15/20
"e $150,000-350,000","NAILS AND STAPLES, INC.",TX,15,4/30/20
"e $150,000-350,000",NARDOS LLC,TX,15,5/3/20
"e $150,000-350,000",NATELLA INVESTMENT CORP,TX,15,4/12/20
"e $150,000-350,000",NATGAS GLOBAL RESOURCES CORP,TX,15,4/10/20
"e $150,000-350,000",NATIONAL ATM G.P.,TX,15,4/9/20
"e $150,000-350,000",NATIONAL BILLING PARTNERS LLC,TX,15,4/14/20
"e $150,000-350,000",NATIONAL CRANE COMPLIANCE INSPECTIONS INC.,TX,15,5/1/20
"e $150,000-350,000",NATIONAL FOUNDATION FOR RESCUED ANIMALS,TX,15,4/14/20
"e $150,000-350,000",NATIONWIDE LABORATORY PARTNERS LLC,TX,15,4/29/20
"e $150,000-350,000","NATURAL SELECTION, LLC",TX,15,4/11/20
"e $150,000-350,000",NAZIM ENTERPRISES INC.,TX,15,5/1/20
"e $150,000-350,000",NE COMPUTER PARTS LLC,TX,15,4/6/20
"e $150,000-350,000",NEECO INDUSTRIES INC,TX,15,4/27/20
"e $150,000-350,000","NELFREDO, INC",TX,15,4/13/20
"e $150,000-350,000","NEUONE, LLC",TX,15,6/23/20
"e $150,000-350,000",NEW BRAUNFELS SPINE & PAIN SURGERY CENTER  LLC,TX,15,4/27/20
"e $150,000-350,000","NEW CITY MORTGAGE, LLC",TX,15,4/8/20
"e $150,000-350,000","NEW LIFE CHURCH, NORTH AMERICA",TX,15,4/28/20
"e $150,000-350,000",NEWSOME ENTERPRISES INC,TX,15,4/29/20
"e $150,000-350,000","NFL MEDIA GROUP, INC.",TX,15,4/6/20
"e $150,000-350,000",NINJA PARTNERS INC.,TX,15,4/30/20
"e $150,000-350,000","NINO CORPORATE LODGING, INC.",TX,15,4/8/20
"e $150,000-350,000",NLE LIMITED,TX,15,4/11/20
"e $150,000-350,000",NM CONTRACTING LLC,TX,15,4/13/20
"e $150,000-350,000","NOBILITY MEDICAL, PLLC",TX,15,4/9/20
"e $150,000-350,000",NORA HOSPITALITY,TX,15,4/14/20
"e $150,000-350,000",NORTEK CONSULTING INC,TX,15,5/3/20
"e $150,000-350,000","NORTEX SOLUTIONS, LLC",TX,15,4/27/20
"e $150,000-350,000",NORTH TEXAS ENDOCRINE CENTER P.A.,TX,15,4/27/20
"e $150,000-350,000","NORTH TEXAS INTEGRATION, LLC",TX,15,4/27/20
"e $150,000-350,000","NORTH TEXAS LONE STAR PLUMBING, LLC",TX,15,4/16/20
"e $150,000-350,000",NUMERO SOLUTIONS INC.,TX,15,4/15/20
"e $150,000-350,000","NUVINAIR GLOBAL, LLC",TX,15,4/8/20
"e $150,000-350,000","O&#39;DAY DRILLING COMPANY, INC.",TX,15,4/6/20
"e $150,000-350,000",OAK POINT SURGICAL SUITES LLC,TX,15,4/10/20
"e $150,000-350,000","OAKRIDGE URGENT CARE, PLLC",TX,15,4/11/20
"e $150,000-350,000",OCC CIVIL & MECHANICAL LLC,TX,15,4/9/20
"e $150,000-350,000","OCULOPLASTIC ASSOCIATES OF TEXAS, PLLC",TX,15,4/13/20
"e $150,000-350,000","ODESSA ADVANCED EYE CARE, PA",TX,15,4/9/20
"e $150,000-350,000","ODESSA SPRING, BRAKE & AXLE, INC.",TX,15,6/18/20
"e $150,000-350,000",OHLMANN ENTERPRISES LLC,TX,15,4/14/20
"e $150,000-350,000","OLSONSMITH SOLUTIONS, LLC",TX,15,4/11/20
"e $150,000-350,000",OMNI SURFACES CORP.,TX,15,4/9/20
"e $150,000-350,000","OMNI VIEW WINDOW & DOOR, INC.",TX,15,4/6/20
"e $150,000-350,000",ON DEMAND SERVICES LLC,TX,15,4/16/20
"e $150,000-350,000","ON SITE DECALS, LLC",TX,15,4/29/20
"e $150,000-350,000",ONE GLOBAL TELECOM,TX,15,4/6/20
"e $150,000-350,000","ONION GROUP, LLC.",TX,15,4/14/20
"e $150,000-350,000",OPERATING SYSTEMS INC,TX,15,4/14/20
"e $150,000-350,000",ORIENTAL RUG CLEANING CO.,TX,15,4/28/20
"e $150,000-350,000",ORPHAN OUTREACH,TX,15,4/28/20
"e $150,000-350,000",OTOLARYNGOLOGY SPECIALISTS OF N TX PA,TX,15,4/9/20
"e $150,000-350,000","OUTDOOR PERFECTION LAWN & LANDSCAPING, LLC",TX,15,4/14/20
"e $150,000-350,000",OXFORD &AMP; GRAHAM,TX,15,5/3/20
"e $150,000-350,000",P & T BURT CO. LLC,TX,15,4/9/20
"e $150,000-350,000",PACIFIC STAR CORPORATION,TX,15,5/1/20
"e $150,000-350,000","PACIFIC TECHNICAL SOLUTIONS, INC",TX,15,4/27/20
"e $150,000-350,000",PACKARD LAPRAY,TX,15,4/10/20
"e $150,000-350,000",PAMELA C CLARK DDS PA,TX,15,4/13/20
"e $150,000-350,000",PAMELA PRINTING COMPANY,TX,15,4/29/20
"e $150,000-350,000",PAMELA R. SINGLETARY DDS PLLC,TX,15,4/4/20
"e $150,000-350,000","PANTHER CREEK MATERIALS, LLC",TX,15,4/11/20
"e $150,000-350,000","PANTHER CREEK TRANSPORTATION, INC",TX,15,4/11/20
"e $150,000-350,000","PATARA STONE, INC.",TX,15,4/10/20
"e $150,000-350,000",PATH:  PEOPLE ATTEMPTING TO HELP,TX,15,4/27/20
"e $150,000-350,000","PATRICK PLUMBING SERIVCE, INC",TX,15,4/6/20
"e $150,000-350,000",PATRICK W HSU MD PA,TX,15,4/10/20
"e $150,000-350,000",PATRIOT POWER & COMMUNICATIONS INC,TX,15,4/6/20
"e $150,000-350,000",PAYNES A&AMP;M GLASS SERVICE LLC,TX,15,4/30/20
"e $150,000-350,000",PB & J ENTERPRISES,TX,15,4/14/20
"e $150,000-350,000",PDK INVESTMENTS LLC,TX,15,5/1/20
"e $150,000-350,000","PDQ MACHINE SHOP, INC.",TX,15,4/14/20
"e $150,000-350,000","PDQ, PARTS DELIVERED QUICK, L.L.C.",TX,15,5/3/20
"e $150,000-350,000",PEACOCK PRESS LLC,TX,15,5/3/20
"e $150,000-350,000","PEAK MEDICAL RESOURCES, LLC",TX,15,5/1/20
"e $150,000-350,000","PEAKER ENERGY GROUP, LLC",TX,15,4/9/20
"e $150,000-350,000",PEARLSTONE PARTNERS LLC,TX,15,4/6/20
"e $150,000-350,000","PEARSON PARTNERS INTERNATIONAL, INC",TX,15,4/5/20
"e $150,000-350,000",PEDERNALES CELLARS LLC,TX,15,4/7/20
"e $150,000-350,000","PEDIATRIC THERAPY WORKS, PLLC",TX,15,4/28/20
"e $150,000-350,000","PEDROTTI'S NORTH WIND RANCH, L",TX,15,4/3/20
"e $150,000-350,000",PERDUE & KIDD,TX,15,4/7/20
"e $150,000-350,000",PEREZ CONSTRUCTION CO,TX,15,5/18/20
"e $150,000-350,000",PERINATAL MEDICAL GROUP,TX,15,4/27/20
"e $150,000-350,000","PERKINS DRILLING TOOLS, INC",TX,15,4/28/20
"e $150,000-350,000","PERMIAN GLOBAL,INC",TX,15,4/28/20
"e $150,000-350,000","PERMIAN SEPTIC SERVICE, INC.",TX,15,4/28/20
"e $150,000-350,000","PERMIAN VALVE REPAIR, INC.",TX,15,4/9/20
"e $150,000-350,000","PERRI DERMATOLOGY, PLLC",TX,15,4/14/20
"e $150,000-350,000","PERRYMAN CONSULTANTS, INC.",TX,15,4/5/20
"e $150,000-350,000",PERSONA DAY SPA INC.,TX,15,4/16/20
"e $150,000-350,000","PETERSON CONSTRUCTION, INC.",TX,15,4/13/20
"e $150,000-350,000","PETROLIMA II, LLC.",TX,15,4/28/20
"e $150,000-350,000",PHD COMMUNICATIONS LLC,TX,15,4/7/20
"e $150,000-350,000",PHO VI VI LLC,TX,15,4/29/20
"e $150,000-350,000","PHOENIX ELECTRIC, LLC",TX,15,4/10/20
"e $150,000-350,000","PHOENIX OIL, INC.",TX,15,4/6/20
"e $150,000-350,000",PHOENIX PETROCORP,TX,15,5/3/20
"e $150,000-350,000",PICKETT KELM AND ASSOCIATES INC,TX,15,5/1/20
"e $150,000-350,000",PIERCE SKRABANEK PLLC,TX,15,4/15/20
"e $150,000-350,000","PILECO, INC.",TX,15,5/1/20
"e $150,000-350,000","PINNACLE INSURANCE GROUP, INC",TX,15,4/13/20
"e $150,000-350,000","PIONEER GOLF, INC.",TX,15,4/10/20
"e $150,000-350,000",PLATINUM GLASS TEXAS LLC,TX,15,5/1/20
"e $150,000-350,000","PLAZA LIQUORS, INC.",TX,15,4/14/20
"e $150,000-350,000","PLYLER, STALLOP & COMPTON, PLLC",TX,15,4/9/20
"e $150,000-350,000","PMD MARKETING, INC.",TX,15,4/15/20
"e $150,000-350,000",POCZECH CORPORATION,TX,15,4/13/20
"e $150,000-350,000",POLK COUNTY ABSTRACT INC,TX,15,4/8/20
"e $150,000-350,000",POLLO RIKO INC,TX,15,5/1/20
"e $150,000-350,000",POOL CREATIVE LLC,TX,15,4/14/20
"e $150,000-350,000",POPSPOTS INC,TX,15,4/13/20
"e $150,000-350,000","PORTFOLIO FINANCIAL OF TEXAS, INC.",TX,15,4/28/20
"e $150,000-350,000",POSSE RESOURCES LLC,TX,15,4/15/20
"e $150,000-350,000","POWER TECH ELECTRICAL SALES, INC.",TX,15,4/5/20
"e $150,000-350,000",POZZI CORPORATION,TX,15,5/3/20
"e $150,000-350,000",PR MORTGAGE INC,TX,15,4/7/20
"e $150,000-350,000","PRACTICE FIRM MANAGEMENT GROUP, P.C.",TX,15,4/10/20
"e $150,000-350,000","PRASHANTH R SUNKUREDDI M.D., P.A.",TX,15,5/3/20
"e $150,000-350,000",PRECISION BUSINESS MACHINES,TX,15,4/15/20
"e $150,000-350,000",PRECISION HYDROVAC EXCAVATION,TX,15,4/6/20
"e $150,000-350,000","PRECISION SURGICAL, LLC",TX,15,4/30/20
"e $150,000-350,000",PRECISION WAREHOUSE DESIGN L.L.C.,TX,15,4/15/20
"e $150,000-350,000","PREMIER PIPE INSPECTION, LLC",TX,15,4/8/20
"e $150,000-350,000",PREMIER WEST BUILDERS INC,TX,15,4/27/20
"e $150,000-350,000","PRESCRIPTION DISPENSING LABORATORIES, INC.",TX,15,4/15/20
"e $150,000-350,000","PRESSMAN PRINTING, INC.",TX,15,6/29/20
"e $150,000-350,000","PRIDE TRANSPORT SERVICES, LLC",TX,15,4/4/20
"e $150,000-350,000","PRIME CHOICE RENTALS, LLC",TX,15,4/14/20
"e $150,000-350,000",PRISM FM INC,TX,15,4/15/20
"e $150,000-350,000","PRO MASTER FLOORING, LLC",TX,15,5/1/20
"e $150,000-350,000","PRO SECURITY GROUP, INC.",TX,15,5/1/20
"e $150,000-350,000","PRO-LINE WATER SCREEN SERVICES, INC.",TX,15,4/30/20
"e $150,000-350,000",PROCORP SYSTEMS INC,TX,15,4/28/20
"e $150,000-350,000","PROCUT LAWN CARE & LANDSCAPE, INC",TX,15,4/28/20
"e $150,000-350,000","PROMESA ENTERPRISES, INC",TX,15,4/8/20
"e $150,000-350,000",PROMOTIONAL SPECIALTIES INTERNATIONAL,TX,15,4/14/20
"e $150,000-350,000",PROPAGANDA HAIR GROUP LLC,TX,15,4/27/20
"e $150,000-350,000","PROSPER MACHINE TOOLS, LLC",TX,15,4/3/20
"e $150,000-350,000","PROTEA GROUP MANAGEMENT SERVICES, LLC",TX,15,4/15/20
"e $150,000-350,000","PRUITT PRODUCTION SERVICES, INC.",TX,15,4/9/20
"e $150,000-350,000","PS ALLEN, INC.",TX,15,4/10/20
"e $150,000-350,000","PS BEXAR COUNTY, INC.",TX,15,4/11/20
"e $150,000-350,000",PSI PRESSURE SYSTEMS LLC,TX,15,4/13/20
"e $150,000-350,000",PSK TECH AMERICA INC,TX,15,5/28/20
"e $150,000-350,000",PTA TEXAS CONGRESS,TX,15,4/14/20
"e $150,000-350,000",PUSHCORP INC.,TX,15,5/1/20
"e $150,000-350,000",QUALI-TEX BALL AND SEAT CO.,TX,15,4/4/20
"e $150,000-350,000","QUALITY EXTERIORS HOME IMPROVEMENTS, L.L.C.",TX,15,4/29/20
"e $150,000-350,000","QUATRO OIL AND GAS, INC.",TX,15,4/4/20
"e $150,000-350,000",QUICK REPAIR INCORPORATED,TX,15,4/10/20
"e $150,000-350,000",R A SCHAEFFER CO INC,TX,15,4/9/20
"e $150,000-350,000",R CHRISTOPHER WHITE AND ASSOCIATES PC,TX,15,5/3/20
"e $150,000-350,000",R D MOORMAN INC.,TX,15,4/15/20
"e $150,000-350,000","R. L. ROHDE GENERAL CONTRACTING, INC.",TX,15,4/5/20
"e $150,000-350,000",R. W. G. INCORPORATED DBA GEMCO MFG CO,TX,15,4/13/20
"e $150,000-350,000","R.A.H. DESIGN, INC.",TX,15,4/9/20
"e $150,000-350,000",RAMON RUVALCABA JR DDS PC,TX,15,5/3/20
"e $150,000-350,000",RANDY WALKER & COMPANY PC,TX,15,4/13/20
"e $150,000-350,000",RANGEFINDER EXCAVATION,TX,15,4/13/20
"e $150,000-350,000",RAUB LAW FIRM P.C.,TX,15,4/9/20
"e $150,000-350,000",RBA TRUCKING INC,TX,15,5/20/20
"e $150,000-350,000",RCANO TRUCKING,TX,15,6/9/20
"e $150,000-350,000",RCO CONSTRUCTION LLC,TX,15,4/9/20
"e $150,000-350,000",READY CONSTRUCTION SERVICES LLC,TX,15,4/7/20
"e $150,000-350,000",REAL NEWS PR LLC,TX,15,5/1/20
"e $150,000-350,000","REALTIME LABORATORIES, INC.",TX,15,4/16/20
"e $150,000-350,000",REBUILD TEXAS CONSTRUCTION INC.,TX,15,5/3/20
"e $150,000-350,000",RED DIAMOND HOME LOANS LLC,TX,15,4/15/20
"e $150,000-350,000",REDBUD HOMECARE SERVICES LLC,TX,15,4/6/20
"e $150,000-350,000","REDCO TOOL & FASTENER SUPPLY, LLC",TX,15,4/14/20
"e $150,000-350,000","REEL FAMILY DENTISTRY, P.A.",TX,15,4/7/20
"e $150,000-350,000","REHER-MORRISON RACING ENGINES, INC.",TX,15,5/1/20
"e $150,000-350,000",REI ENERGY OPERATING LLC,TX,15,4/15/20
"e $150,000-350,000",RELIABLE WELL SERVICE OF NORTH TEXAS LLC,TX,15,4/15/20
"e $150,000-350,000",RENCO TOOL CO. INC.,TX,15,4/9/20
"e $150,000-350,000",RENO PAINT AND BODY,TX,15,4/13/20
"e $150,000-350,000",REPROMED FERTILITY CENTER PLLC,TX,15,4/11/20
"e $150,000-350,000",RESIN RESOURCE INC,TX,15,4/6/20
"e $150,000-350,000","RFJ CONSTRUCTION, LLC",TX,15,4/30/20
"e $150,000-350,000","RHAME PUMP REPAIR & SUPPLY, INC.",TX,15,4/14/20
